=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.05.24 12:32:52 =~=~=~=~=~=~=~=~=~=~=~=
8;0;14
493;587;5
495;587;0
497;587;0
499;587;6
501;587;5
503;587;0
505;587;6
507;587;6
509;587;6
510;587;6
512;587;5
4;587;0
515;587;4
516;587;4
518;587;5
519;587;5
521;587;5
522;587;6
523;587;5
525;587;5
526;587;6
527;587;6
528;587;5
529;587;6
531;587;7
532;587;8
533;587;9
534;587;0
535;587;7
536;587;7
538;587;7
538;587;5
539;587;5
540;587;5
541;587;4
542;587;0
543;587;4
543;587;4
544;587;4
545;587;5
545;587;4
546;587;4
546;587;6
547;587;6
548;587;5
548;587;5
549;587;6
549;587;6
550;587;6
551;587;5
551;587;6
552;587;6
552;587;6
553;587;5
553;587;5
554;587;6
554;587;6
555;587;5
555;587;6
556;587;6
556;587;6
557;587;0
557;587;8
558;587;7
558;587;5
558;587;5
559;587;7
559;587;7
560;587;6
560;587;6
560;587;5
561;587;6
561;587;8
562;587;7
562;587;6
563;587;5
563;587;4
563;587;5
564;587;5
564;587;5
564;587;5
565;587;4
565;587;4
565;587;3
566;587;4
566;587;5
566;587;5
567;587;5
567;587;5
567;587;4
568;587;3
568;587;3
568;587;3
568;587;3
569;587;4
569;587;5
569;587;5
570;587;4
570;587;4
570;587;4
570;587;6
571;587;6
571;587;6
572;587;6
572;587;6
5
573;587;5
573;587;7
574;587;7
574;587;6
575;587;7
575;587;7
576;587;8
576;587;9
577;587;8
577;587;7
578;587;6
578;587;5
578;587;6
579;587;7
579;587;7
580;587;7
580;587;6
580;587;7
581;587;8
581;587;8
582;587;8
582;587;8
582;587;7
583;587;6
583;587;7
583;587;8
584;587;9
584;587;8
585;587;8
585;587;8
585;587;9
586;587;10
586;587;10
586;587;9
587;587;9
587;587;8
587;587;5
587;587;7
588;587;7
588;587;7
588;587;7
588;587;7
588;587;8
589;587;8
589;587;8
589;587;7
589;587;7
589;587;7
589;587;7
589;587;6
590;587;6
590;587;6
590;587;6
590;587;6
590;587;7
590;587;7
590;587;8
590;587;7
590;587;8
590;587;7
591;587;8
591;587;8
591;587;8
591;587;7
591;587;7
591;587;6
591;587;7
591;587;7
591;587;7
591;587;7
591;587;6
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;6
591;587;6
591;587;6
591;587;5
591;587;6
591;587;6
591;587;6
591;587;6
591;587;6
591;587;6
591;587;7
591;587;7
591;587;7
591;587;7
591;591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;6
591;587;7
591;587;6
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;6
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;6
591;587;10
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;6
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;6
591;587;7
591;587;6
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;10
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;8
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;8
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;8
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;4
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
591;587;7
7;8
591;587;7
591;587;8
591;587;7
591;587;7
591;587;7
591;587;7
591;587;8
591;587;6
591;587;7
